Video ID,Bitrate,Codec Type,Quality Type
7465749882460982561,433558,h265_hvc1,14
7465749882460982561,335595,h265_hvc1,28
7039231272975125761,1588018,h264,10
7039231272975125761,850296,h265_hvc1,14
7039231272975125761,688672,h265_hvc1,28
7102030179953937706,1341351,h264,20
7102030179953937706,761251,h264,24
7102030179953937706,557304,h264,25
7430103067179093266,717075,h264,10
7430103067179093266,567083,h265_hvc1,2
7430103067179093266,309848,h265_hvc1,28
7154552574614506798,1923959,h264,20
7154552574614506798,874584,h265_hvc1,14
7154552574614506798,759128,h264,25
7154552574614506798,701658,h265_hvc1,28
7262457103418281258,894486,h264,20
7262457103418281258,583332,h265_hvc1,14
7262457103418281258,410866,h265_hvc1,28
7262457103418281258,307001,h264,25
7131748035897347330,2556262,h264,10
7131748035897347330,1230686,h265_hvc1,14
7131748035897347330,1016512,h265_hvc1,28
7230396000504909098,1633337,h265_hvc1,2
7230396000504909098,1615668,h264,20
7230396000504909098,1382523,h264,10
7230396000504909098,744217,h265_hvc1,14
7230396000504909098,721911,h264,25
7230396000504909098,575745,h265_hvc1,28
7347207993064180997,269915,h265_hvc1,14
7347207993064180997,223405,h264,20
7347207993064180997,203556,h265_hvc1,28
7347207993064180997,125677,h264,25
7458342152897056046,949827,h264,20
7458342152897056046,399240,h265_hvc1,14
7415804565515177246,1300018,h265_hvc1,2
7415804565515177246,855563,h264,20
7415804565515177246,570858,h265_hvc1,14
7415804565515177246,390848,h265_hvc1,28
7415804565515177246,280117,h264,25
7467148435754388778,1052178,h264,20
7467148435754388778,390634,h265_hvc1,14
7467148435754388778,316239,h265_hvc1,28
7180279590944902427,1694169,h265_hvc1,2
7180279590944902427,1505510,h264,20
7180279590944902427,787758,h264,24
7180279590944902427,726509,h265_hvc1,14
7180279590944902427,606240,h265_hvc1,28
7404000054589000991,947476,h265_hvc1,2
7404000054589000991,850657,h264,20
7404000054589000991,512437,h265_hvc1,14
7404000054589000991,384043,h265_hvc1,28
7404000054589000991,333043,h264,25
7467912594620271904,761975,h264,20
7467912594620271904,652973,h265_hvc1,2
7467912594620271904,480314,h264,24
7467912594620271904,365280,h265_hvc1,14
7467912594620271904,300068,h265_hvc1,28
7422529858699283743,1095155,h265_hvc1,2
7422529858699283743,907601,h264,20
7422529858699283743,612115,h265_hvc1,14
7422529858699283743,498696,h265_hvc1,28
7422529858699283743,375686,h264,25
7419647080391593249,1123959,h264,20
7419647080391593249,731908,h265_hvc1,2
7419647080391593249,464969,h264,25
7419647080391593249,367645,h265_hvc1,14
7419647080391593249,312443,h265_hvc1,28
7463083266950614280,889506,h264,20
7463083266950614280,499576,h265_hvc1,2
7463083266950614280,406859,h264,25
7463083266950614280,376898,h265_hvc1,14
7463083266950614280,317012,h265_hvc1,28
7422600279507438881,1136210,h264,20
7422600279507438881,720100,h265_hvc1,2
7422600279507438881,443805,h264,25
7422600279507438881,354138,h265_hvc1,14
7422600279507438881,286442,h265_hvc1,28
7284918680637508896,2546480,h265_hvc1,2
7284918680637508896,2136315,h264,20
7284918680637508896,1423127,h265_hvc1,14
7284918680637508896,1114105,h265_hvc1,28
7416967933286534418,580795,h264,24
7416967933286534418,435240,h264,25
7416967933286534418,351924,h265_hvc1,14
7416967933286534418,258395,h265_hvc1,28
7463086620393098504,418025,h264,20
7463086620393098504,222641,h265_hvc1,2
7463086620393098504,182291,h264,25
7463086620393098504,169186,h265_hvc1,14
7463086620393098504,127606,h265_hvc1,28
7127956056243801387,316414,h265_hvc1,2
7127956056243801387,293470,h264,20
7127956056243801387,204133,h265_hvc1,14
7127956056243801387,185600,h264,24
7127956056243801387,180113,h265_hvc1,28
7127956056243801387,146656,h264,25
7222249631197973806,1608263,h264,20
7222249631197973806,1232037,h264,10
7222249631197973806,1067625,h265_hvc1,2
7222249631197973806,623071,h265_hvc1,14
7222249631197973806,581500,h264,25
7222249631197973806,481321,h265_hvc1,28
7210755689260535086,1300741,h264,20
7210755689260535086,1097162,h264,10
7210755689260535086,765373,h265_hvc1,2
7210755689260535086,643580,h264,24
7210755689260535086,543079,h265_hvc1,14
7210755689260535086,461244,h264,25
7210755689260535086,450215,h265_hvc1,28
7202556252566654210,1406178,h264,20
7202556252566654210,583379,h264,25
7258108230440815878,1192817,h264,20
7258108230440815878,652657,h264,24
7258108230440815878,606917,h265_hvc1,14
7258108230440815878,513511,h265_hvc1,28
7140238462787259694,1624776,h264,20
7140238462787259694,819471,h265_hvc1,14
7140238462787259694,689308,h264,25
7140238462787259694,682490,h265_hvc1,28
7387321413943692550,650220,h264,24
7387321413943692550,584289,h265_hvc1,14
7387321413943692550,466649,h264,25
7387321413943692550,384104,h265_hvc1,28
7329478518578941189,762265,h264,30
7329478518578941189,570782,h264,24
7329478518578941189,431121,h265_hvc1,14
7329478518578941189,422657,h264,25
7329478518578941189,293599,h265_hvc1,28
7404761257229765918,1046905,h265_hvc1,2
7404761257229765918,756710,h264,20
7404761257229765918,437974,h265_hvc1,14
7404761257229765918,317343,h265_hvc1,28
7404761257229765918,262112,h264,25
7402660333107694866,484104,h264,24
7402660333107694866,365611,h264,25
7402660333107694866,340149,h265_hvc1,14
7402660333107694866,252154,h265_hvc1,28
7286199986784701701,848345,h264,20
7286199986784701701,379076,h264,25
7286199986784701701,347365,h265_hvc1,28
7305979223942909217,1188932,h264,20
7305979223942909217,1034766,h265_hvc1,14
7305979223942909217,574125,h265_hvc1,28
7305979223942909217,420203,h264,25
7366285026884848928,990079,h264,20
7366285026884848928,812990,h265_hvc1,2
7366285026884848928,664072,h265_hvc1,14
7366285026884848928,435511,h264,25
7366285026884848928,380731,h265_hvc1,28
7404876263095012641,790918,h264,20
7404876263095012641,513599,h265_hvc1,2
7404876263095012641,382014,h265_hvc1,14
7404876263095012641,354398,h264,25
7404876263095012641,254359,h265_hvc1,28
7386093326912474410,1681588,h264,20
7386093326912474410,1030603,h265_hvc1,14
7386093326912474410,792607,h265_hvc1,28
7386093326912474410,604262,h264,25
7293833408969444654,816735,h264,20
7293833408969444654,691858,h265_hvc1,14
7293833408969444654,536008,h265_hvc1,28
7293833408969444654,337655,h264,25
7440414929544351008,1166044,h265_hvc1,2
7440414929544351008,1118171,h264,20
7440414929544351008,462955,h265_hvc1,14
7440414929544351008,455864,h264,25
7440414929544351008,371641,h265_hvc1,28
7428924163881995552,862315,h264,20
7428924163881995552,677612,h265_hvc1,2
7428924163881995552,365575,h265_hvc1,14
7428924163881995552,354297,h264,25
7428924163881995552,289552,h265_hvc1,28
7381131613519744298,1696372,h264,20
7381131613519744298,1037924,h265_hvc1,14
7381131613519744298,773114,h265_hvc1,28
7381131613519744298,663516,h264,25
7430404646734171424,1021152,h264,20
7430404646734171424,760772,h265_hvc1,2
7430404646734171424,413093,h265_hvc1,14
7430404646734171424,406228,h264,25
7430404646734171424,318466,h265_hvc1,28
7377788407205989678,960903,h264,20
7377788407205989678,853823,h265_hvc1,2
7377788407205989678,446887,h265_hvc1,14
7377788407205989678,371048,h264,25
7377788407205989678,362002,h265_hvc1,28
7220072678781160750,1051196,h264,20
7220072678781160750,1002637,h264,10
7220072678781160750,818923,h265_hvc1,2
7220072678781160750,531991,h265_hvc1,14
7220072678781160750,434085,h264,25
7220072678781160750,422301,h265_hvc1,28
7344736076784749829,723186,h264,30
7344736076784749829,538495,h264,24
7344736076784749829,426786,h265_hvc1,14
7344736076784749829,397307,h264,25
7344736076784749829,295107,h265_hvc1,28
7450697859986459936,593111,h264,20
7450697859986459936,567995,h265_hvc1,2
7450697859986459936,359173,h265_hvc1,14
7450697859986459936,335432,h264,24
7450697859986459936,279669,h265_hvc1,28
7355778527997824262,458036,h265_hvc1,14
7355778527997824262,448061,h264,24
7355778527997824262,335658,h264,25
7355778527997824262,324604,h265_hvc1,28
7115087067184483590,1259019,h264,20
7115087067184483590,716979,h265_hvc1,14
7115087067184483590,698864,h264,24
7115087067184483590,548840,h265_hvc1,28
7397137112245505311,1632001,h265_hvc1,2
7397137112245505311,1175835,h264,20
7397137112245505311,745289,h265_hvc1,14
7397137112245505311,520034,h265_hvc1,28
7397137112245505311,408291,h264,25
7168440913679666474,1309025,h264,20
7168440913679666474,594090,h264,25
7168440913679666474,560469,h265_hvc1,14
7168440913679666474,458336,h265_hvc1,28
7390626304531500293,713945,h264,20
7390626304531500293,309124,h264,25
7390626304531500293,305732,h265_hvc1,14
7390626304531500293,246306,h265_hvc1,28
7287214354657742086,1195904,h264,20
7287214354657742086,541318,h264,25
7365860802731035950,1064845,h265_hvc1,2
7365860802731035950,1010229,h264,20
7365860802731035950,685535,h265_hvc1,14
7365860802731035950,611362,h265_hvc1,28
7365860802731035950,385831,h264,25
7297499647747067142,1609909,h264,20
7297499647747067142,609563,h264,25
7297499647747067142,579046,h265_hvc1,14
7297499647747067142,407663,h265_hvc1,28
7190823843823439110,799986,h264,20
7190823843823439110,475387,h264,24
7190823843823439110,364134,h264,25
7190823843823439110,342711,h265_hvc1,14
7190823843823439110,285565,h265_hvc1,28
7308703647813078303,188074,h265_hvc1,28
7308703647813078303,152900,h264,20
7308703647813078303,92918,h264,25
7210812853840891182,465873,h265_hvc1,14
7210812853840891182,361776,h264,20
7210812853840891182,349800,h264,10
7210812853840891182,337478,h265_hvc1,28
7210812853840891182,179554,h264,25
7151014182476041518,1109871,h264,20
7151014182476041518,910990,h265_hvc1,2
7151014182476041518,596945,h265_hvc1,14
7151014182476041518,483720,h264,25
7151014182476041518,467769,h265_hvc1,28
7326926329650203910,690542,h264,30
7326926329650203910,507072,h264,24
7326926329650203910,505188,h265_hvc1,14
7326926329650203910,372668,h264,25
7326926329650203910,351624,h265_hvc1,28
7211003376614624538,1543015,h264,20
7211003376614624538,1362382,h265_hvc1,14
7211003376614624538,939850,h265_hvc1,28
7211003376614624538,730746,h264,24
7245594525022915845,527969,h264,20
7245594525022915845,372484,h265_hvc1,2
7245594525022915845,302574,h264,24
7245594525022915845,299035,h265_hvc1,14
7245594525022915845,266447,h265_hvc1,28
7401773556679314696,1206370,h264,20
7401773556679314696,425286,h265_hvc1,14
7401773556679314696,349902,h265_hvc1,28
7268894578600611077,2164368,h264,20
7268894578600611077,1014033,h265_hvc1,14
7268894578600611077,866100,h265_hvc1,28
7399204492580834568,1840447,h264,20
7399204492580834568,1102719,h265_hvc1,2
7399204492580834568,704031,h265_hvc1,14
7399204492580834568,632752,h265_hvc1,28
7456325094822907169,2111064,h265_hvc1,2
7456325094822907169,1906477,h264,20
7456325094822907169,1091718,h265_hvc1,14
7456325094822907169,922563,h265_hvc1,28
7446408509958212870,248309,h264,20
7446408509958212870,163947,h265_hvc1,14
7446408509958212870,138507,h264,25
7446408509958212870,113146,h265_hvc1,28
7178883550085696795,2482999,h264,20
7178883550085696795,2161662,h265_hvc1,2
7178883550085696795,1402059,h264,24
7178883550085696795,1357791,h265_hvc1,14
7178883550085696795,1117821,h265_hvc1,28
7464438500708912401,998659,h264,20
7464438500708912401,487801,h265_hvc1,14
7464438500708912401,376634,h265_hvc1,28
7433766277430119713,517590,h264,20
7433766277430119713,494228,h265_hvc1,2
7433766277430119713,318591,h265_hvc1,14
7433766277430119713,309587,h264,24
7433766277430119713,245546,h265_hvc1,28
7382529396730645778,2907049,h264,20
7382529396730645778,1990239,h265_hvc1,14
7382529396730645778,1482254,h265_hvc1,28
7367374585773165831,1169162,h264,20
7367374585773165831,970909,h265_hvc1,2
7367374585773165831,615523,h265_hvc1,14
7367374585773165831,535438,h265_hvc1,28
7444929925632560416,874791,h265_hvc1,14
7444929925632560416,852093,h264,24
7444929925632560416,631610,h265_hvc1,28
7444929925632560416,605343,h264,25
7313894825865039137,2249902,h264,20
7313894825865039137,827864,h264,25
7262018513798221061,1711551,h265_hvc1,2
7262018513798221061,1221017,h264,20
7262018513798221061,749255,h265_hvc1,14
7262018513798221061,638588,h264,24
7262018513798221061,539574,h265_hvc1,28
7262018513798221061,429533,h264,25
7122659428804906266,3115577,h264,20
7122659428804906266,1762318,h264,24
7122659428804906266,1642905,h265_hvc1,14
7122659428804906266,1405939,h265_hvc1,28
7206879098575097090,940249,h264,10
7206879098575097090,861546,h265_hvc1,14
7206879098575097090,661049,h265_hvc1,28
7384574553281809669,2408705,h264,20
7384574553281809669,1369015,h265_hvc1,14
7384574553281809669,1254383,h264,24
7384574553281809669,998962,h265_hvc1,28
7460687309403344135,1310075,h264,20
7460687309403344135,716953,h265_hvc1,14
7460687309403344135,644016,h265_hvc1,28
7446512750760643846,604707,h264,20
7446512750760643846,498505,h265_hvc1,14
7446512750760643846,309181,h265_hvc1,28
7446512750760643846,279410,h264,25
7181450993345858843,184642,h264,20
7181450993345858843,165482,h265_hvc1,14
7181450993345858843,147156,h265_hvc1,28
7181450993345858843,130401,h264,24
7181450993345858843,108111,h264,25
7233646630287822085,149262,h264,20
7233646630287822085,109115,h264,24
7233646630287822085,91970,h264,25
7454872841553480965,858262,h264,20
7454872841553480965,525700,h265_hvc1,14
7454872841553480965,364599,h265_hvc1,28
7454872841553480965,359200,h264,25
7454872841553480965,187655,h265_hvc1,24
7182256849784245531,2255516,h265_hvc1,2
7182256849784245531,2000200,h264,20
7182256849784245531,1503857,h265_hvc1,14
7182256849784245531,1234272,h265_hvc1,28
7182256849784245531,1074497,h264,24
6823973927266553093,1460677,h264,20
6823973927266553093,890246,h265_hvc1,28
6823973927266553093,599514,h264,24
6823973927266553093,358303,h264,25
7318366882191510786,1660646,h264,10
7318366882191510786,1320109,h265_hvc1,2
7318366882191510786,941747,h265_hvc1,14
7318366882191510786,658506,h265_hvc1,28
7459376871386434834,1470351,h265_hvc1,2
7459376871386434834,1363410,h264,10
7459376871386434834,914524,h265_hvc1,14
7459376871386434834,750677,h265_hvc1,28
7314274271751097601,2028930,h264,10
7314274271751097601,1876315,h265_hvc1,2
7314274271751097601,1227666,h265_hvc1,14
7314274271751097601,838283,h265_hvc1,28
7417586343968116000,476009,h264,20
7417586343968116000,417131,h265_hvc1,2
7417586343968116000,279848,h264,24
7417586343968116000,279029,h265_hvc1,14
7417586343968116000,214392,h265_hvc1,28
7073501049142709505,643875,h264,24
7073501049142709505,618623,h265_hvc1,28
7073501049142709505,462108,h264,25
7461905460283657473,1159945,h264,20
7461905460283657473,387830,h265_hvc1,14
7461905460283657473,343577,h265_hvc1,28
7280773240681762050,1184903,h264,20
7293114542014352645,2778903,h265_hvc1,2
7293114542014352645,2734713,h264,20
7293114542014352645,2223898,h265_hvc1,14
7293114542014352645,1754436,h265_hvc1,28
7293114542014352645,1502519,h264,24
7293114542014352645,1007939,h264,25
7377032439887039750,302786,h265_hvc1,14
7377032439887039750,220848,h265_hvc1,28
7377032439887039750,202973,h264,20
7377032439887039750,116905,h264,25
7319884244166118661,1427351,h264,20
7319884244166118661,1287205,h265_hvc1,2
7319884244166118661,976342,h265_hvc1,14
7319884244166118661,766436,h265_hvc1,28
7319884244166118661,604962,h264,25
7375482970540346630,3468433,h264,20
7375482970540346630,1944042,h265_hvc1,14
7375482970540346630,1296453,h265_hvc1,28
7375482970540346630,1042003,h264,25
7090082065806265627,404782,h264,20
7090082065806265627,342805,h265_hvc1,14
7090082065806265627,265742,h265_hvc1,28
7090082065806265627,244420,h264,24
7090082065806265627,183553,h264,25
7346602916146367786,1355657,h265_hvc1,14
7346602916146367786,1184498,h264,24
7346602916146367786,1102373,h265_hvc1,28
7346602916146367786,800957,h264,25
6822096227442707713,2011458,h265_hvc1,28
6822096227442707713,1044623,h264,25
7439442523757563152,1863557,h264,20
7439442523757563152,1761957,h265_hvc1,2
7439442523757563152,1222458,h265_hvc1,14
7439442523757563152,1020930,h264,24
7439442523757563152,858336,h265_hvc1,28
7293140871900335361,1938161,h265_hvc1,2
7293140871900335361,1866640,h264,20
7293140871900335361,1086249,h265_hvc1,14
7293140871900335361,861239,h265_hvc1,28
7378519185015524641,1382183,h265_hvc1,2
7378519185015524641,1278820,h264,20
7378519185015524641,762219,h265_hvc1,14
7378519185015524641,598850,h264,24
7378519185015524641,549286,h265_hvc1,28
7066795587785559322,3168619,h264,20
7066795587785559322,2439556,h265_hvc1,14
7066795587785559322,1924595,h265_hvc1,28
7066795587785559322,1554428,h264,24
7066795587785559322,996655,h264,25
7351492145917840672,1118889,h264,20
7351492145917840672,972199,h265_hvc1,2
7351492145917840672,642190,h264,24
7351492145917840672,536407,h265_hvc1,14
7351492145917840672,439809,h265_hvc1,28
7464391857053666578,1970072,h264,20
7464391857053666578,1199963,h265_hvc1,14
7464391857053666578,833391,h265_hvc1,28
7464391857053666578,629893,h264,25
7142838253966626074,1955802,h264,20
7142838253966626074,1100375,h264,24
7142838253966626074,947943,h265_hvc1,14
7142838253966626074,798280,h265_hvc1,28
7211922754558266670,1814248,h265_hvc1,2
7211922754558266670,1200750,h264,10
7211922754558266670,1022313,h265_hvc1,14
7211922754558266670,1004650,h264,20
7211922754558266670,767755,h265_hvc1,28
7211922754558266670,257847,h264,25
7329439482309086466,1769813,h264,20
7329439482309086466,1067122,h264,24
7329439482309086466,806813,h264,25
7329439482309086466,531174,h265_hvc1,28
7240506785553992962,2181507,h264,10
7240506785553992962,1887844,h265_hvc1,2
7240506785553992962,1339411,h265_hvc1,14
7240506785553992962,903170,h265_hvc1,28
7427518540221091079,256234,h264,20
7427518540221091079,154675,h265_hvc1,28
7449606157938740487,2086681,h264,20
7449606157938740487,1013424,h265_hvc1,14
7449606157938740487,844162,h265_hvc1,28
7434822263788129554,1048157,h264,20
7434822263788129554,954622,h265_hvc1,2
7434822263788129554,477038,h265_hvc1,14
7434822263788129554,406729,h265_hvc1,28
7457013551920712968,1773214,h264,20
7457013551920712968,1060263,h265_hvc1,2
7457013551920712968,693340,h265_hvc1,14
7457013551920712968,620017,h265_hvc1,28
7347261158212046081,1267771,h264,10
7347261158212046081,869432,h264,20
7347261158212046081,508039,h265_hvc1,2
7347261158212046081,358676,h265_hvc1,14
7347261158212046081,298091,h265_hvc1,28
7274227035248086290,587821,h264,20
7274227035248086290,236142,h265_hvc1,28
7240808267981622533,849267,h264,20
7240808267981622533,562500,h265_hvc1,2
7240808267981622533,500630,h265_hvc1,14
7240808267981622533,461533,h264,24
7240808267981622533,429982,h265_hvc1,28
7255139363166686466,955106,h264,20
7255139363166686466,902065,h265_hvc1,2
7255139363166686466,698868,h265_hvc1,14
7255139363166686466,600319,h265_hvc1,28
7255139363166686466,511443,h264,24
7456073703147719954,1685869,h265_hvc1,2
7456073703147719954,1353768,h264,20
7456073703147719954,1010187,h265_hvc1,14
7456073703147719954,851116,h265_hvc1,28
7274838404867558657,875095,h264,20
7274838404867558657,661439,h265_hvc1,2
7274838404867558657,494554,h264,24
7274838404867558657,448467,h265_hvc1,14
7274838404867558657,396336,h265_hvc1,28
7275210713910578434,622541,h264,20
7275210713910578434,494196,h265_hvc1,2
7275210713910578434,360621,h264,24
7275210713910578434,321450,h265_hvc1,14
7275210713910578434,272412,h265_hvc1,28
7247826470150753537,502170,h264,20
7247826470150753537,439694,h265_hvc1,2
7247826470150753537,310184,h265_hvc1,14
7247826470150753537,278548,h264,24
7247826470150753537,275462,h265_hvc1,28
7459604624153103634,1373930,h264,20
7459604624153103634,888519,h265_hvc1,2
7459604624153103634,579712,h265_hvc1,14
7459604624153103634,528772,h265_hvc1,28
7271115413000441093,1109268,h264,20
7271115413000441093,1038653,h265_hvc1,2
7271115413000441093,733120,h265_hvc1,14
7271115413000441093,616767,h265_hvc1,28
7271115413000441093,610231,h264,24
7443292937800142087,686034,h264,20
7443292937800142087,515703,h265_hvc1,2
7443292937800142087,310982,h265_hvc1,14
7443292937800142087,298105,h265_hvc1,28
7428205713345891592,520876,h264,20
7428205713345891592,348258,h265_hvc1,2
7428205713345891592,212591,h265_hvc1,14
7428205713345891592,198642,h265_hvc1,28
7401886623169858833,251474,h264,20
7401886623169858833,234794,h265_hvc1,2
7401886623169858833,158250,h265_hvc1,14
7401886623169858833,149054,h265_hvc1,28
7373884663196126484,444177,h264,20
7373884663196126484,415714,h265_hvc1,2
7373884663196126484,281420,h265_hvc1,14
7373884663196126484,239495,h265_hvc1,28
7048563954808868098,401215,h264,20
7048563954808868098,294836,h265_hvc1,28
7048563954808868098,237751,h264,24
7407358791802572039,1030614,h264,20
7407358791802572039,581243,h265_hvc1,14
7407358791802572039,490936,h265_hvc1,28
7089765617934339355,1014086,h264,20
7089765617934339355,616640,h265_hvc1,14
7089765617934339355,577172,h264,24
7089765617934339355,513307,h265_hvc1,28
7325475865536531719,353621,h265_hvc1,2
7325475865536531719,247980,h264,20
7325475865536531719,226184,h265_hvc1,14
7325475865536531719,192710,h265_hvc1,28
7228365309529296134,1372882,h265_hvc1,2
7228365309529296134,1267479,h264,20
7228365309529296134,849340,h265_hvc1,14
7228365309529296134,701472,h265_hvc1,28
7228365309529296134,620731,h264,24
7012103667880922394,1063718,h264,20
7012103667880922394,844703,h265_hvc1,14
7012103667880922394,592176,h265_hvc1,28
7012103667880922394,583373,h264,24
7459994364425669896,2094717,h264,20
7459994364425669896,1615590,h265_hvc1,2
7459994364425669896,1038359,h265_hvc1,14
7459994364425669896,917323,h265_hvc1,28
7460713731010333970,1547599,h264,20
7460713731010333970,967361,h265_hvc1,2
7460713731010333970,639177,h265_hvc1,14
7460713731010333970,590519,h265_hvc1,28
7455986218787015943,2803362,h265_hvc1,2
7455986218787015943,2326365,h264,20
7455986218787015943,1371682,h265_hvc1,14
7455986218787015943,1031019,h265_hvc1,28
7464534040553590034,988592,h265_hvc1,2
7464534040553590034,511449,h264,20
7464534040553590034,236615,h265_hvc1,14
7464534040553590034,188122,h265_hvc1,28
7409717632959548693,2601950,h264,20
7409717632959548693,1803432,h265_hvc1,2
7409717632959548693,935526,h265_hvc1,14
7409717632959548693,810845,h265_hvc1,28
7448892692903251207,4470283,h264,20
7448892692903251207,1173123,h265_hvc1,28
7382158398747348242,233755,h265_hvc1,2
7382158398747348242,154385,h264,20
7382158398747348242,132628,h265_hvc1,14
7382158398747348242,115839,h265_hvc1,28
7181330626325400859,2395410,h264,20
7181330626325400859,1920424,h265_hvc1,2
7181330626325400859,1250724,h264,24
7181330626325400859,1039923,h265_hvc1,14
7181330626325400859,819997,h265_hvc1,28
7466070448766340360,417968,h265_hvc1,2
7466070448766340360,378051,h264,20
7466070448766340360,168564,h265_hvc1,14
7466070448766340360,145465,h265_hvc1,28
7408000635976633621,3269684,h264,20
7408000635976633621,2824011,h265_hvc1,2
7408000635976633621,1498978,h265_hvc1,14
7408000635976633621,1246319,h265_hvc1,28
7467128126892477714,362790,h264,20
7467128126892477714,305049,h265_hvc1,2
7467128126892477714,137718,h265_hvc1,14
7467128126892477714,127442,h265_hvc1,28
7467128753949297938,351431,h264,20
7467128753949297938,284737,h265_hvc1,2
7467128753949297938,148549,h265_hvc1,14
7467128753949297938,134698,h265_hvc1,28
7255013729815809286,710968,h264,20
7255013729815809286,408425,h265_hvc1,14
7255013729815809286,383933,h264,24
7255013729815809286,375570,h265_hvc1,28
7459392774584962322,585518,h264,20
7459392774584962322,329746,h265_hvc1,2
7459392774584962322,186623,h265_hvc1,14
7459392774584962322,154250,h265_hvc1,28
7356565028859923732,642636,h265_hvc1,2
7356565028859923732,407705,h265_hvc1,14
7356565028859923732,337776,h265_hvc1,28
7356565028859923732,285722,h264,20
7108713223238454555,1687184,h264,20
7108713223238454555,1061137,h265_hvc1,14
7108713223238454555,809749,h264,24
7108713223238454555,790315,h265_hvc1,28
7462954120207486216,1556021,h264,20
7462954120207486216,1162336,h265_hvc1,2
7462954120207486216,717578,h265_hvc1,14
7462954120207486216,627565,h265_hvc1,28
7445614599807831304,140112,h264,20
7445614599807831304,139034,h265_hvc1,2
7445614599807831304,87475,h265_hvc1,14
7445614599807831304,81497,h265_hvc1,28
7156875243234086145,676912,h264,20
7156875243234086145,420839,h265_hvc1,14
7156875243234086145,396759,h264,24
7156875243234086145,368062,h265_hvc1,28
7113601308984233242,966539,h264,20
7113601308984233242,752586,h265_hvc1,28
7113601308984233242,705154,h264,24
7358434656557092114,440984,h265_hvc1,2
7358434656557092114,336000,h264,20
7358434656557092114,263571,h265_hvc1,14
7358434656557092114,222990,h265_hvc1,28
7455362279198985490,153934,h264,20
7455362279198985490,147574,h265_hvc1,14
7455362279198985490,128028,h265_hvc1,28
7454453843644943637,633239,h264,20
7454453843644943637,445236,h265_hvc1,2
7454453843644943637,269894,h265_hvc1,14
7454453843644943637,231178,h265_hvc1,28
7162069204009618689,598819,h264,20
7162069204009618689,356661,h265_hvc1,14
7162069204009618689,345320,h264,24
7162069204009618689,311118,h265_hvc1,28
7216646097786178818,1689099,h265_hvc1,2
7216646097786178818,1659985,h264,20
7216646097786178818,1000197,h265_hvc1,14
7216646097786178818,875489,h264,24
7216646097786178818,847388,h265_hvc1,28
7320835194271894786,146700,h265_hvc1,2
7320835194271894786,119942,h264,20
7320835194271894786,91597,h265_hvc1,14
7320835194271894786,90078,h265_hvc1,28
7205740522286124314,1603810,h264,20
7205740522286124314,1315517,h265_hvc1,2
7205740522286124314,960153,h264,24
7205740522286124314,880190,h265_hvc1,14
7205740522286124314,766007,h265_hvc1,28
7433770614944500993,2461170,h264,20
7433770614944500993,1607060,h265_hvc1,2
7433770614944500993,678299,h265_hvc1,14
7433770614944500993,555111,h265_hvc1,28
7342405734623120647,1489412,h265_hvc1,2
7342405734623120647,1408007,h264,20
7342405734623120647,686343,h265_hvc1,14
7342405734623120647,537810,h265_hvc1,28
7342405734623120647,441451,h264,25
7380969885586705671,1954210,h265_hvc1,2
7380969885586705671,1709732,h264,20
7380969885586705671,968137,h265_hvc1,14
7380969885586705671,802005,h265_hvc1,28
7216567596626267397,763894,h264,20
7216567596626267397,442403,h264,24
7216567596626267397,426458,h265_hvc1,2
7216567596626267397,278062,h265_hvc1,14
7216567596626267397,244198,h265_hvc1,28
7341987804638956801,1391675,h264,20
7341987804638956801,1031955,h265_hvc1,2
7341987804638956801,668206,h265_hvc1,14
7341987804638956801,573280,h265_hvc1,28
7278918310278876417,1676690,h265_hvc1,2
7278918310278876417,1614727,h264,20
7278918310278876417,919064,h265_hvc1,14
7278918310278876417,766844,h265_hvc1,28
7253055361727450373,763414,h264,20
7253055361727450373,752928,h265_hvc1,2
7253055361727450373,528181,h265_hvc1,14
7253055361727450373,449177,h264,24
7253055361727450373,445522,h265_hvc1,28
7400633178190335250,1419829,h264,20
7400633178190335250,1038737,h265_hvc1,2
7400633178190335250,611597,h265_hvc1,14
7400633178190335250,513068,h265_hvc1,28
7328691389963717895,405213,h264,20
7328691389963717895,326577,h265_hvc1,14
7328691389963717895,273088,h265_hvc1,28
7349482541457493256,416743,h264,20
7349482541457493256,281516,h265_hvc1,2
7349482541457493256,179922,h265_hvc1,14
7349482541457493256,152682,h265_hvc1,28
7430700290396998933,886485,h265_hvc1,2
7430700290396998933,753561,h264,20
7430700290396998933,498942,h265_hvc1,14
7430700290396998933,404658,h265_hvc1,28
7237390566424612102,1534892,h264,20
7237390566424612102,817099,h265_hvc1,14
7237390566424612102,661753,h265_hvc1,28
7431420039665847569,1054497,h264,20
7431420039665847569,795591,h265_hvc1,2
7431420039665847569,464652,h265_hvc1,14
7431420039665847569,397171,h265_hvc1,28
7380154300057668865,2510547,h264,20
7380154300057668865,1913498,h265_hvc1,2
7380154300057668865,910860,h265_hvc1,14
7380154300057668865,732981,h265_hvc1,28
7459965646391069960,1214446,h264,20
7459965646391069960,455003,h265_hvc1,14
7459965646391069960,357386,h265_hvc1,28
7285330323100142894,515494,h264,20
7285330323100142894,439470,h265_hvc1,14
7285330323100142894,343580,h265_hvc1,28
7285330323100142894,308929,h264,24
7381122312373800200,1539500,h264,20
7381122312373800200,1427514,h265_hvc1,2
7381122312373800200,722809,h265_hvc1,14
7381122312373800200,704545,h264,25
